Date,SH600522.Close
2002/10/01,11.98
2002/11/01,12.6
2002/12/01,11.56
2003/01/01,11.32
2003/02/01,11.73
2003/03/01,11.15
2003/04/01,10.92
2003/05/01,9.59
2003/06/01,9.56
2003/07/01,8.9
2003/08/01,8.04
2003/09/01,7.475
2003/10/01,6.46
2003/11/01,5.725
2003/12/01,6.31
2004/01/01,6.15
2004/02/01,7.27
2004/03/01,7.08
2004/04/01,7.095
2004/05/01,6.68
2004/06/01,6.24
2004/07/01,6.0
2004/08/01,5.62
2004/09/01,5.855
2004/10/01,5.725
2004/11/01,6.09
2004/12/01,5.9
2005/01/01,6.13
2005/02/01,5.8
2005/03/01,5.71
2005/04/01,4.56
2005/05/01,3.93
2005/06/01,4.15
2005/07/01,3.61
2005/08/01,4.72
2005/09/01,4.75
2005/10/01,4.515
2005/11/01,4.53
2005/12/01,4.175
2006/01/01,4.645
2006/02/01,4.95
2006/03/01,4.35
2006/04/01,4.775
2006/05/01,4.87
2006/06/01,4.31
2006/07/01,4.15
2006/08/01,3.67
2006/09/01,3.95
2006/10/01,4.23
2006/11/01,4.225
2006/12/01,4.93
2007/01/01,5.935
2007/02/01,6.02
2007/03/01,6.88
2007/04/01,8.72
2007/05/01,11.345
2007/06/01,11.88
2007/07/01,11.525
2007/08/01,13.99
2007/09/01,12.745
2007/10/01,11.555
2007/11/01,11.5
2007/12/01,12.845
2008/01/01,14.485
2008/02/01,13.48
2008/03/01,11.28
2008/04/01,9.19
2008/05/01,11.92
2008/06/01,9.355
2008/07/01,10.0
2008/08/01,8.52
2008/09/01,7.23
2008/10/01,5.55
2008/11/01,6.37
2008/12/01,8.59
2009/01/01,9.74
2009/02/01,11.51
2009/03/01,13.185
2009/04/01,14.75
2009/05/01,16.045
2009/06/01,16.355
2009/07/01,19.59
2009/08/01,20.64
2009/09/01,21.17
2009/10/01,23.235
2009/11/01,24.12
2009/12/01,24.95
2010/01/01,25.63
2010/02/01,24.51
2010/03/01,23.84
2010/04/01,25.57
2010/05/01,19.685
2010/06/01,20.19
2010/07/01,18.83
2010/08/01,20.945
2010/09/01,23.94
2010/10/01,23.725
2010/11/01,27.705
2010/12/01,30.28
2011/01/01,26.585
2011/02/01,28.79
2011/03/01,28.37
2011/04/01,25.51
2011/05/01,23.41
2011/06/01,23.64
2011/07/01,24.29
2011/08/01,21.25
2011/09/01,19.48
2011/10/01,17.78
2011/11/01,18.22
2011/12/01,15.92
2012/01/01,16.5
2012/02/01,18.92
2012/03/01,19.07
2012/04/01,18.68
2012/05/01,10.2
2012/06/01,9.285
2012/07/01,8.0
2012/08/01,8.19
2012/09/01,8.485
2012/10/01,8.215
2012/11/01,7.4
2012/12/01,7.71
2013/01/01,8.535
2013/02/01,8.74
2013/03/01,9.18
2013/04/01,9.375
2013/05/01,10.685
2013/06/01,8.89
2013/07/01,8.89
2013/08/01,9.74
2013/09/01,10.48
2013/10/01,10.82
2013/11/01,10.43
2013/12/01,11.135
2014/01/01,10.65
2014/02/01,12.78
2014/03/01,13.07
2014/04/01,12.25
2014/05/01,12.23
2014/06/01,12.825
2014/07/01,13.48
2014/08/01,14.08
2014/09/01,15.09
2014/10/01,15.775
2014/11/01,15.725
2014/12/01,16.13
2015/01/01,16.245
2015/02/01,17.99
2015/03/01,18.19
2015/04/01,18.19
2015/05/01,18.19
2015/06/01,31.05
2015/07/01,23.97
2015/08/01,25.22
2015/09/01,16.4
2015/10/01,19.29
2015/11/01,22.39
2015/12/01,23.67
2016/01/01,17.265
2016/02/01,16.575
2016/03/01,17.72
2016/04/01,19.1
2016/05/01,21.36
2016/06/01,22.71
