Date,SH600353.Close
2012/01/01,22.09
2012/01/02,21.42
2012/01/03,21.16
2012/02/01,22.455
2012/02/02,24.085
2012/02/03,24.43
2012/03/01,25.91
2012/03/02,25.02
2012/03/03,22.67
2012/04/01,22.42
2012/04/02,22.85
2012/04/03,22.88
2012/05/01,23.74
2012/05/02,22.835
2012/05/03,23.64
2012/06/01,22.21
2012/06/02,22.19
2012/06/03,22.255
2012/07/01,22.16
2012/07/02,22.04
2012/07/03,21.67
2012/08/01,21.93
2012/08/02,22.275
2012/08/03,21.53
2012/09/01,21.83
2012/09/02,22.21
2012/09/03,21.44
2012/10/01,22.55
2012/10/02,22.52
2012/10/03,22.025
2012/11/01,21.86
2012/11/02,21.07
2012/11/03,20.105
2012/12/01,18.69
2012/12/02,20.135
2012/12/03,21.21
2013/01/01,21.7
2013/01/02,23.54
2013/01/03,24.07
2013/02/01,26.025
2013/02/02,29.13
2013/02/03,27.73
2013/03/01,26.88
2013/03/02,25.335
2013/03/03,25.74
2013/04/01,25.545
2013/04/02,24.99
2013/04/03,23.94
2013/05/01,23.05
2013/05/02,23.62
2013/05/03,24.46
2013/06/01,25.48
2013/06/02,22.06
2013/06/03,18.215
2013/07/01,18.045
2013/07/02,19.03
2013/07/03,19.115
2013/08/01,19.96
2013/08/02,20.51
2013/08/03,21.075
2013/09/01,23.28
2013/09/02,22.885
2013/09/03,21.895
2013/10/01,21.99
2013/10/02,21.88
2013/10/03,21.47
2013/11/01,20.765
2013/11/02,20.545
2013/11/03,25.38
2013/12/01,23.97
2013/12/02,23.31
2013/12/03,22.52
2014/01/01,21.7
2014/01/02,21.04
2014/01/03,22.04
2014/02/01,23.525
2014/02/02,24.215
2014/02/03,24.445
2014/03/01,24.725
2014/03/02,23.11
2014/03/03,23.34
2014/04/01,23.31
2014/04/02,23.505
2014/04/03,22.075
2014/05/01,21.27
2014/05/02,21.57
2014/05/03,21.93
2014/06/01,22.24
2014/06/02,22.935
2014/06/03,23.705
2014/07/01,26.29
2014/07/02,27.65
2014/07/03,27.42
2014/08/01,26.465
2014/08/02,26.8
2014/08/03,27.03
2014/09/01,29.2
2014/09/02,29.82
2014/09/03,31.5
2014/10/01,32.39
2014/10/02,31.515
2014/10/03,30.51
2014/11/01,31.17
2014/11/02,30.2
2014/11/03,31.235
2014/12/01,32.125
2014/12/02,33.41
2014/12/03,30.76
